user_id,data_provenance,as_of_date,signup_date,focus_area,account_age_days,days_since_last_session,sessions_7d,sessions_30d,pulse_checkins_7d,pulse_checkins_30d,weekly_active_days,avg_session_minutes,content_diversity_30d,consultations_90d,days_since_last_consultation,briefs_started_30d,referrals_created_90d,feedback_helpful_rate,signup_completed,onboarding_completed,pulse_completed,brief_created,consultation_booked,repeat_consultation_90d,invites_created,invites_opened,invites_completed,retained_d1,retained_d7,retained_d30,future_30d_churn,future_14d_consultation
SYN-00945,synthetic_demo,2026-06-17,2026-05-12,family,36,7,0,1,0,0,0,5.25,3,1,68,0,0,0.5895,1,1,0,0,0,0,0,0,0,1,1,0,0,0
SYN-01201,synthetic_demo,2026-06-17,2025-06-13,relationship,369,7,0,3,0,2,0,1.82,0,0,180,0,0,0.9155,1,1,1,0,0,0,0,0,0,0,0,0,0,0
SYN-01259,synthetic_demo,2026-06-17,2025-04-20,finance,423,7,0,2,0,2,0,6.67,2,0,180,0,0,0.8395,1,1,1,0,0,0,0,0,0,1,0,0,0,0
SYN-01298,synthetic_demo,2026-06-17,2025-05-25,finance,388,4,3,7,2,6,3,10.67,5,0,180,1,1,0.8071,1,1,1,1,0,0,1,0,0,0,0,0,0,0
SYN-01513,synthetic_demo,2026-06-17,2024-12-30,relationship,534,0,6,10,4,5,2,7.86,1,1,17,0,0,0.799,1,1,1,0,0,0,0,0,0,1,1,1,0,0
SYN-01667,synthetic_demo,2026-06-17,2025-11-27,education,202,29,0,6,0,2,0,8.72,3,0,180,0,0,0.6542,1,1,1,0,0,0,0,0,0,1,0,0,1,0
SYN-01793,synthetic_demo,2026-06-17,2025-03-21,family,453,7,0,7,0,2,0,4.92,2,2,1,0,2,0.7638,1,1,1,0,0,1,2,2,1,0,0,0,1,0
SYN-01826,synthetic_demo,2026-06-17,2025-04-06,family,437,7,0,2,0,0,0,3.71,0,0,180,0,0,0.7532,1,0,0,0,0,0,0,0,0,0,0,0,1,0
SYN-01944,synthetic_demo,2026-06-17,2025-04-29,career,414,30,0,0,0,0,0,3.16,0,0,180,0,0,0.8987,1,0,0,0,0,0,0,0,0,0,0,0,1,0
SYN-02301,synthetic_demo,2026-06-17,2026-01-22,relationship,146,7,0,2,0,0,0,7.09,2,1,27,0,1,0.7691,1,1,0,0,0,0,1,1,0,0,0,0,1,0
SYN-02373,synthetic_demo,2026-06-17,2025-05-26,relationship,387,7,0,1,0,0,0,2.13,3,0,180,0,0,0.8382,1,1,0,0,0,0,0,0,0,0,0,0,1,0
SYN-00073,synthetic_demo,2026-06-18,2025-08-05,finance,317,6,1,4,1,3,1,9.41,3,1,45,0,1,0.7717,1,1,1,0,0,0,1,1,0,0,0,0,0,0
SYN-00117,synthetic_demo,2026-06-18,2025-02-16,relationship,487,24,0,10,0,4,0,4.69,3,0,180,1,0,0.6681,1,1,1,1,0,0,0,0,0,0,0,0,1,1
SYN-00120,synthetic_demo,2026-06-18,2025-08-17,family,305,5,2,7,1,4,2,4.47,2,0,180,0,1,0.7074,1,1,1,0,0,0,1,1,1,0,0,0,0,0
SYN-00992,synthetic_demo,2026-06-18,2025-12-14,career,186,28,0,3,0,1,0,2.66,2,0,180,0,1,0.6117,1,1,1,0,0,0,1,1,0,1,0,0,1,0
SYN-01236,synthetic_demo,2026-06-18,2024-12-26,relationship,539,21,0,2,0,1,0,9.42,1,0,180,0,1,0.8727,1,1,1,0,0,0,1,1,1,1,0,0,1,0
SYN-01372,synthetic_demo,2026-06-18,2025-06-04,education,379,6,1,3,0,0,1,3.08,2,1,49,0,0,0.7994,1,1,0,0,0,0,0,0,0,0,0,0,0,0
SYN-01572,synthetic_demo,2026-06-18,2025-12-12,relationship,188,6,2,5,1,1,2,5.67,5,0,180,0,0,0.8047,1,1,1,0,0,0,0,0,0,1,1,0,0,0
SYN-01596,synthetic_demo,2026-06-18,2025-11-20,career,210,20,0,2,0,2,0,4.7,4,1,60,0,1,0.6368,1,1,1,0,0,0,1,1,1,1,0,0,0,1
SYN-01792,synthetic_demo,2026-06-18,2025-01-02,finance,532,2,2,7,1,2,2,5.44,3,1,87,0,0,0.8121,1,1,1,0,0,0,0,0,0,0,0,0,1,0
SYN-02225,synthetic_demo,2026-06-18,2026-04-23,personal_growth,56,30,0,0,0,0,0,3.07,0,0,180,0,0,0.8368,1,1,0,0,0,0,0,0,0,0,0,0,1,0
SYN-02245,synthetic_demo,2026-06-18,2025-02-13,career,490,6,1,4,0,1,1,6.24,3,0,180,0,0,0.9419,1,1,1,0,0,0,0,0,0,0,0,0,0,0
SYN-02268,synthetic_demo,2026-06-18,2025-02-11,career,492,7,0,1,0,1,0,4.53,2,0,180,0,1,0.5645,1,1,1,0,0,0,1,1,1,0,0,0,1,0
SYN-02392,synthetic_demo,2026-06-18,2026-03-02,relationship,108,0,8,13,6,7,6,6.73,2,0,180,0,1,0.7157,1,1,1,0,0,0,1,1,0,0,0,0,0,0
SYN-00066,synthetic_demo,2026-06-19,2026-02-22,finance,117,7,0,2,0,1,0,1.0,3,0,180,0,0,0.7891,1,1,1,0,0,0,0,0,0,1,0,0,0,0
SYN-00113,synthetic_demo,2026-06-19,2025-02-26,career,478,1,2,9,1,6,2,7.51,3,0,180,1,0,0.8008,1,1,1,1,1,0,0,0,0,0,0,0,0,1
SYN-01020,synthetic_demo,2026-06-19,2025-03-12,personal_growth,464,6,1,3,1,1,0,9.64,3,0,180,0,0,0.9426,1,1,1,0,0,0,0,0,0,1,0,0,1,0
SYN-01229,synthetic_demo,2026-06-19,2025-02-08,finance,496,2,3,6,2,4,2,6.29,2,0,180,0,1,0.8317,1,1,1,0,0,0,1,0,0,1,1,1,0,1
SYN-01363,synthetic_demo,2026-06-19,2025-10-29,finance,233,3,1,3,1,2,1,10.48,0,1,60,0,1,0.7647,1,1,1,0,0,0,1,1,0,0,0,0,0,1
SYN-01633,synthetic_demo,2026-06-19,2026-02-07,education,132,6,1,3,0,0,0,2.62,2,0,180,0,1,0.7348,1,1,0,0,0,0,1,0,0,1,0,0,1,0
SYN-01972,synthetic_demo,2026-06-19,2025-08-08,personal_growth,315,7,0,3,0,3,0,4.64,3,1,54,0,0,0.6909,1,1,1,0,0,0,0,0,0,0,0,0,1,0
SYN-01986,synthetic_demo,2026-06-19,2025-01-14,finance,521,0,1,2,0,1,1,9.93,3,0,180,0,2,0.8737,1,1,1,0,0,0,2,1,0,0,0,0,0,0
SYN-00573,synthetic_demo,2026-06-20,2026-01-06,family,165,30,0,0,0,0,0,4.94,0,1,22,0,0,0.7751,1,1,0,0,0,0,0,0,0,1,1,1,1,0
SYN-00591,synthetic_demo,2026-06-20,2025-07-15,career,340,4,1,5,0,0,0,7.44,2,0,180,0,1,0.572,1,1,0,0,0,0,1,1,1,0,0,0,1,0
SYN-00663,synthetic_demo,2026-06-20,2026-05-15,family,36,24,0,1,0,1,0,6.57,3,0,180,0,1,0.6024,1,1,1,0,0,0,1,1,1,0,0,0,0,0
SYN-00848,synthetic_demo,2026-06-20,2025-12-08,finance,194,25,0,2,0,1,0,6.85,3,0,180,0,0,0.7244,1,1,1,0,0,0,0,0,0,0,0,0,1,0
SYN-01226,synthetic_demo,2026-06-20,2025-01-04,family,532,6,2,6,2,3,2,9.55,2,0,180,1,0,0.6787,1,1,1,1,1,0,0,0,0,1,0,0,0,1
SYN-01452,synthetic_demo,2026-06-20,2025-09-13,career,280,21,0,2,0,1,0,6.11,2,0,180,0,0,0.9259,1,1,1,0,0,0,0,0,0,0,0,0,1,0
SYN-01613,synthetic_demo,2026-06-20,2025-07-20,relationship,335,29,0,4,0,3,0,3.97,0,0,180,1,0,0.7663,1,1,1,1,0,0,0,0,0,0,0,0,0,0
SYN-01636,synthetic_demo,2026-06-20,2025-05-22,career,394,7,0,1,0,0,0,5.58,3,0,180,0,1,0.8451,1,1,0,0,0,0,1,1,1,1,0,0,1,0
SYN-01777,synthetic_demo,2026-06-20,2025-07-09,education,346,7,0,5,0,2,0,3.38,1,0,180,1,1,0.7923,1,1,1,1,1,0,1,0,0,1,1,0,1,0
SYN-02002,synthetic_demo,2026-06-20,2026-05-11,education,40,6,5,8,3,3,1,4.08,2,0,180,2,0,0.7878,1,1,1,1,1,0,0,0,0,1,1,0,0,1
SYN-02039,synthetic_demo,2026-06-20,2025-11-22,education,210,6,2,7,1,6,2,7.37,2,0,180,0,0,0.418,1,1,1,0,0,0,0,0,0,1,1,0,0,0
SYN-02309,synthetic_demo,2026-06-20,2025-12-18,career,184,15,0,1,0,0,0,3.1,4,0,180,0,0,0.8014,1,1,0,0,0,0,0,0,0,0,0,0,1,0
SYN-00371,synthetic_demo,2026-06-21,2025-01-17,personal_growth,520,6,3,6,1,4,1,7.25,2,1,48,0,1,0.8499,1,1,1,0,0,0,1,1,1,1,0,0,0,0
SYN-00531,synthetic_demo,2026-06-21,2025-11-13,personal_growth,220,6,1,1,0,1,0,9.8,3,0,180,1,0,0.6615,1,1,1,1,0,0,0,0,0,1,0,0,1,0
SYN-00685,synthetic_demo,2026-06-21,2025-04-20,education,427,7,0,4,0,2,0,4.62,4,0,180,0,0,0.7453,1,1,1,0,0,0,0,0,0,0,0,0,1,1
SYN-00757,synthetic_demo,2026-06-21,2025-10-12,career,252,21,0,1,0,1,0,5.77,0,0,180,0,0,0.6509,1,1,1,0,0,0,0,0,0,0,0,0,1,0
SYN-01282,synthetic_demo,2026-06-21,2025-11-02,career,231,29,0,1,0,1,0,2.61,1,0,180,0,0,0.7576,1,1,1,0,0,0,0,0,0,0,0,0,1,1
SYN-01437,synthetic_demo,2026-06-21,2025-03-27,personal_growth,451,6,1,5,1,4,1,8.23,1,1,19,0,2,0.8932,1,1,1,0,0,0,2,2,1,0,0,0,0,0
SYN-01482,synthetic_demo,2026-06-21,2025-10-08,relationship,256,6,3,3,1,1,3,1.74,2,0,180,0,0,0.6784,1,1,1,0,0,0,0,0,0,1,0,0,0,1
SYN-01737,synthetic_demo,2026-06-21,2025-08-03,career,322,47,0,0,0,0,0,3.12,0,0,180,0,0,0.5966,1,1,0,0,0,0,0,0,0,0,0,0,1,0
SYN-01743,synthetic_demo,2026-06-21,2025-09-29,career,265,7,0,3,0,1,0,4.09,1,0,180,0,0,0.956,1,1,1,0,0,0,0,0,0,0,0,0,0,0
SYN-02072,synthetic_demo,2026-06-21,2026-02-15,family,126,4,1,6,1,3,1,3.44,4,1,5,0,0,0.8025,1,1,1,0,0,0,0,0,0,1,0,0,0,1
SYN-02128,synthetic_demo,2026-06-21,2025-03-04,relationship,474,7,0,3,0,2,0,6.24,1,0,180,1,1,0.955,1,1,1,1,0,0,1,1,1,0,0,0,0,1
SYN-02151,synthetic_demo,2026-06-21,2026-03-26,finance,87,1,1,5,0,1,1,6.96,3,1,77,0,0,0.7442,1,1,1,0,0,0,0,0,0,0,0,0,0,1
SYN-02385,synthetic_demo,2026-06-21,2025-05-03,career,414,2,4,7,2,2,2,6.57,2,1,14,0,1,0.8359,1,1,1,0,0,0,1,1,0,1,0,0,1,0
SYN-00202,synthetic_demo,2026-06-22,2025-03-08,career,471,7,0,4,0,2,0,6.24,1,0,180,0,0,0.4258,1,1,1,0,0,0,0,0,0,0,0,0,1,0
SYN-00358,synthetic_demo,2026-06-22,2025-12-28,education,176,29,0,6,0,1,0,7.1,1,2,25,0,0,0.5734,1,1,1,0,0,1,0,0,0,0,0,0,0,0
SYN-00886,synthetic_demo,2026-06-22,2025-07-08,relationship,349,16,0,1,0,0,0,5.9,1,0,180,0,0,0.6896,1,1,0,0,0,0,0,0,0,0,0,0,1,0
SYN-00925,synthetic_demo,2026-06-22,2025-03-13,personal_growth,466,15,0,3,0,1,0,4.18,1,0,180,0,0,0.8134,1,1,1,0,0,0,0,0,0,0,0,0,0,0
SYN-00969,synthetic_demo,2026-06-22,2026-02-09,career,133,29,0,1,0,0,0,3.64,2,0,180,0,0,0.6744,1,1,0,0,0,0,0,0,0,0,0,0,1,0
SYN-01191,synthetic_demo,2026-06-22,2025-11-14,finance,220,29,0,4,0,3,0,6.97,4,1,2,0,0,0.7349,1,1,1,0,0,0,0,0,0,0,0,0,1,0
SYN-01210,synthetic_demo,2026-06-22,2025-11-14,relationship,220,7,0,5,0,2,0,4.13,1,1,65,0,0,0.9055,1,1,1,0,0,0,0,0,0,1,0,0,0,0
SYN-01244,synthetic_demo,2026-06-22,2025-12-19,finance,185,6,1,3,1,1,0,6.39,1,0,180,0,0,0.8745,1,1,1,0,0,0,0,0,0,0,0,0,0,0
SYN-01344,synthetic_demo,2026-06-22,2025-05-03,finance,415,0,3,6,0,4,2,10.12,3,0,180,1,1,0.815,1,1,1,1,1,0,1,1,1,1,0,0,0,0
SYN-01775,synthetic_demo,2026-06-22,2025-03-05,career,474,4,2,2,0,1,0,3.71,3,0,180,0,0,0.7131,1,1,1,0,0,0,0,0,0,0,0,0,1,0
SYN-00227,synthetic_demo,2026-06-23,2025-03-22,personal_growth,458,0,3,5,1,2,3,7.52,3,0,180,0,0,0.8382,1,1,1,0,0,0,0,0,0,0,0,0,0,0
SYN-00256,synthetic_demo,2026-06-23,2025-01-19,career,520,3,4,8,3,5,2,5.51,2,0,180,0,0,0.8991,1,1,1,0,0,0,0,0,0,0,0,0,0,0
SYN-00465,synthetic_demo,2026-06-23,2025-11-08,career,227,7,0,2,0,1,0,1.0,1,0,180,0,0,0.8609,1,1,1,0,0,0,0,0,0,0,0,0,1,0
SYN-00660,synthetic_demo,2026-06-23,2025-02-06,relationship,502,30,0,0,0,0,0,9.27,0,0,180,0,0,0.8622,1,0,0,0,0,0,0,0,0,1,0,0,1,0
SYN-01946,synthetic_demo,2026-06-23,2026-01-21,career,153,7,0,1,0,1,0,2.79,1,0,180,0,1,0.6372,1,1,1,0,0,0,1,1,1,0,0,0,0,0
SYN-01994,synthetic_demo,2026-06-23,2026-05-13,career,41,29,0,5,0,1,0,13.81,3,1,39,0,0,0.6044,1,1,1,0,0,0,0,0,0,1,1,0,1,0
SYN-02117,synthetic_demo,2026-06-23,2026-02-07,personal_growth,136,6,2,4,1,1,0,5.14,2,0,180,0,0,0.8936,1,1,1,0,0,0,0,0,0,1,1,0,1,0
SYN-02148,synthetic_demo,2026-06-23,2026-03-31,career,84,29,0,3,0,2,0,2.15,1,0,180,0,0,0.6442,1,1,1,0,0,0,0,0,0,0,0,0,1,1
SYN-02149,synthetic_demo,2026-06-23,2025-01-17,career,522,7,0,1,0,1,0,3.23,2,0,180,0,0,0.819,1,1,1,0,0,0,0,0,0,0,0,0,0,0
SYN-02198,synthetic_demo,2026-06-23,2025-03-13,education,467,6,1,7,0,4,0,5.66,0,0,180,0,1,0.9199,1,1,1,0,0,0,1,1,0,1,0,0,1,0
SYN-02297,synthetic_demo,2026-06-23,2025-10-30,relationship,236,29,0,1,0,0,0,1.3,3,1,42,0,0,0.6056,1,1,0,0,0,0,0,0,0,1,0,0,1,0
SYN-02313,synthetic_demo,2026-06-23,2025-05-31,finance,388,7,0,2,0,0,0,7.65,1,0,180,0,0,0.4712,1,1,0,0,0,0,0,0,0,1,1,1,0,0
SYN-00990,synthetic_demo,2026-06-24,2025-05-12,relationship,408,7,0,2,0,1,0,7.47,2,0,180,1,0,0.928,1,1,1,1,0,0,0,0,0,0,0,0,1,0
SYN-01043,synthetic_demo,2026-06-24,2026-05-20,career,35,6,5,9,3,9,5,9.69,3,0,180,3,1,0.8189,1,1,1,1,1,0,1,0,0,0,0,0,0,0
SYN-01302,synthetic_demo,2026-06-24,2025-05-06,relationship,414,33,0,0,0,0,0,1.54,0,0,180,0,0,0.7208,1,1,0,0,0,0,0,0,0,0,0,0,1,0
SYN-01574,synthetic_demo,2026-06-24,2025-02-01,career,508,10,0,2,0,1,0,2.62,2,1,75,0,0,0.5052,1,1,1,0,0,0,0,0,0,0,0,0,0,0
SYN-01673,synthetic_demo,2026-06-24,2025-02-27,career,482,7,0,2,0,1,0,5.89,3,1,52,0,1,0.8613,1,1,1,0,0,0,1,0,0,0,0,0,0,0
SYN-01769,synthetic_demo,2026-06-24,2025-05-29,relationship,391,1,1,3,0,1,1,5.59,3,0,180,0,0,0.7507,1,1,1,0,0,0,0,0,0,0,0,0,0,1
SYN-02018,synthetic_demo,2026-06-24,2025-12-24,career,182,6,1,2,0,0,1,5.41,3,0,180,0,0,0.5293,1,0,0,0,0,0,0,0,0,1,0,0,0,0
SYN-02147,synthetic_demo,2026-06-24,2025-12-02,personal_growth,204,6,1,7,1,2,1,7.05,4,1,76,0,1,0.7337,1,1,1,0,0,0,1,0,0,1,0,0,0,0
SYN-02194,synthetic_demo,2026-06-24,2025-03-24,career,457,7,0,1,0,0,0,1.78,0,0,180,0,0,0.4582,1,1,0,0,0,0,0,0,0,0,0,0,1,0
SYN-02259,synthetic_demo,2026-06-24,2026-03-02,family,114,6,4,5,3,5,4,7.23,4,0,180,2,0,0.949,1,1,1,1,1,0,0,0,0,1,1,0,1,1
SYN-02399,synthetic_demo,2026-06-24,2025-09-30,personal_growth,267,7,0,2,0,2,0,7.75,1,1,47,0,0,0.7475,1,1,1,0,0,0,0,0,0,1,0,0,0,1
SYN-00032,synthetic_demo,2026-06-25,2026-01-08,family,168,6,2,6,0,0,0,1.0,1,0,180,0,0,0.6921,1,1,0,0,0,0,0,0,0,0,0,0,0,0
SYN-00644,synthetic_demo,2026-06-25,2026-04-28,finance,58,12,0,1,0,1,0,3.59,2,1,55,0,0,0.7594,1,1,1,0,0,0,0,0,0,1,1,0,0,1
SYN-00671,synthetic_demo,2026-06-25,2025-02-27,career,483,30,0,0,0,0,0,4.5,0,0,180,0,0,0.6459,1,1,0,0,0,0,0,0,0,0,0,0,1,0
SYN-00674,synthetic_demo,2026-06-25,2026-02-09,finance,136,7,0,2,0,1,0,6.06,1,0,180,0,0,0.627,1,1,1,0,0,0,0,0,0,1,0,0,0,0
SYN-00845,synthetic_demo,2026-06-25,2025-10-31,finance,237,0,2,8,2,5,2,3.83,5,0,180,0,1,0.8647,1,1,1,0,0,0,1,1,1,1,0,0,1,0
SYN-00952,synthetic_demo,2026-06-25,2025-11-05,career,232,7,0,2,0,0,0,2.99,0,0,180,0,0,0.9229,1,1,0,0,0,0,0,0,0,1,1,1,0,0
SYN-00954,synthetic_demo,2026-06-25,2026-01-12,career,164,7,0,2,0,1,0,1.67,3,0,180,0,0,0.7042,1,1,1,0,0,0,0,0,0,0,0,0,0,1
SYN-01129,synthetic_demo,2026-06-25,2025-09-12,relationship,286,7,0,1,0,1,0,6.03,2,0,180,0,1,0.685,1,1,1,0,0,0,1,1,0,1,1,1,0,0
SYN-01246,synthetic_demo,2026-06-25,2025-10-12,education,256,10,0,1,0,0,0,5.96,0,1,3,0,0,0.3595,1,1,0,0,0,0,0,0,0,0,0,0,0,0
SYN-01307,synthetic_demo,2026-06-25,2025-06-19,personal_growth,371,29,0,1,0,0,0,5.89,2,1,85,0,0,0.6025,1,0,0,0,0,0,0,0,0,1,1,0,1,1
SYN-01494,synthetic_demo,2026-06-25,2026-03-12,finance,105,2,1,4,0,0,1,4.78,4,2,13,0,0,0.6275,1,1,0,0,0,1,0,0,0,0,0,0,0,1
SYN-00011,synthetic_demo,2026-06-26,2026-05-17,education,40,1,2,6,0,1,2,5.94,3,0,180,1,0,0.5495,1,1,1,1,0,0,0,0,0,1,1,0,0,1
SYN-00047,synthetic_demo,2026-06-26,2025-07-20,personal_growth,341,7,0,8,0,4,0,6.74,3,0,180,0,1,0.7382,1,1,1,0,0,0,1,0,0,1,0,0,0,0
SYN-00796,synthetic_demo,2026-06-26,2026-04-02,relationship,85,29,0,4,0,3,0,6.69,2,0,180,0,0,0.8456,1,1,1,0,0,0,0,0,0,0,0,0,0,0
SYN-01698,synthetic_demo,2026-06-26,2025-03-13,relationship,470,4,1,6,1,1,1,6.16,3,0,180,1,1,0.9764,1,1,1,1,1,0,1,1,0,0,0,0,0,0
SYN-02122,synthetic_demo,2026-06-26,2026-03-15,career,103,6,1,4,1,2,1,5.42,5,0,180,0,0,0.4485,1,1,1,0,0,0,0,0,0,1,1,1,0,1
SYN-02124,synthetic_demo,2026-06-26,2026-04-05,education,82,22,0,3,0,1,0,8.85,3,0,180,0,1,0.8637,1,1,1,0,0,0,1,0,0,1,1,0,1,0
SYN-00497,synthetic_demo,2026-06-27,2026-03-07,relationship,112,7,0,2,0,1,0,9.21,1,0,180,0,0,0.8117,1,1,1,0,0,0,0,0,0,0,0,0,0,0
SYN-00727,synthetic_demo,2026-06-27,2026-05-28,relationship,30,29,0,2,0,0,0,2.36,1,0,180,0,1,0.8561,1,1,0,0,0,0,1,0,0,0,0,0,1,0
SYN-00746,synthetic_demo,2026-06-27,2026-02-10,relationship,137,7,0,3,0,1,0,7.41,1,0,180,0,0,0.6445,1,1,1,0,0,0,0,0,0,0,0,0,0,0
SYN-00978,synthetic_demo,2026-06-27,2026-01-28,career,150,7,0,2,0,1,0,7.6,1,1,77,0,0,0.9427,1,1,1,0,0,0,0,0,0,0,0,0,0,0
SYN-01624,synthetic_demo,2026-06-27,2025-05-05,education,418,6,1,7,1,2,1,4.77,2,0,180,0,1,0.6808,1,1,1,0,0,0,1,0,0,1,1,1,1,1
SYN-01751,synthetic_demo,2026-06-27,2025-05-26,career,397,0,4,6,3,5,1,8.09,4,0,180,1,1,0.807,1,1,1,1,1,0,1,1,0,0,0,0,1,0
SYN-01861,synthetic_demo,2026-06-27,2025-06-13,career,379,16,0,1,0,0,0,8.04,2,1,25,0,1,0.8374,1,1,0,0,0,0,1,0,0,0,0,0,0,0
SYN-02132,synthetic_demo,2026-06-27,2025-10-29,personal_growth,241,7,0,2,0,2,0,8.78,4,1,35,0,0,0.95,1,1,1,0,0,0,0,0,0,1,0,0,1,0
SYN-02133,synthetic_demo,2026-06-27,2025-01-20,career,523,9,0,1,0,1,0,10.32,3,0,180,0,0,0.7527,1,1,1,0,0,0,0,0,0,1,0,0,1,0
SYN-02361,synthetic_demo,2026-06-27,2025-05-30,personal_growth,393,28,0,4,0,0,0,7.46,0,0,180,0,1,0.6372,1,0,0,0,0,0,1,0,0,0,0,0,1,0
SYN-00276,synthetic_demo,2026-06-28,2025-09-13,personal_growth,288,7,0,1,0,0,0,5.68,1,0,180,0,0,0.7711,1,1,0,0,0,0,0,0,0,0,0,0,0,0
SYN-00624,synthetic_demo,2026-06-28,2025-02-06,finance,507,67,0,0,0,0,0,4.11,0,0,180,0,0,0.8676,1,1,0,0,0,0,0,0,0,1,0,0,1,0
SYN-00642,synthetic_demo,2026-06-28,2026-05-04,personal_growth,55,5,1,3,0,2,1,3.49,4,0,180,0,1,0.7244,1,1,1,0,0,0,1,1,0,1,1,1,0,1
SYN-00922,synthetic_demo,2026-06-28,2025-08-25,personal_growth,307,15,0,2,0,1,0,4.93,2,0,180,1,0,0.597,1,1,1,1,1,0,0,0,0,0,0,0,0,0
SYN-00960,synthetic_demo,2026-06-28,2025-12-25,relationship,185,7,0,2,0,1,0,4.64,2,1,87,0,0,0.7995,1,1,1,0,0,0,0,0,0,0,0,0,0,1
SYN-01108,synthetic_demo,2026-06-28,2025-02-01,relationship,512,13,0,2,0,2,0,5.55,3,0,180,1,1,0.6901,1,1,1,1,1,0,1,1,1,0,0,0,1,0
SYN-01331,synthetic_demo,2026-06-28,2025-03-20,finance,465,6,3,5,2,2,3,9.66,3,2,51,0,0,0.9059,1,1,1,0,0,1,0,0,0,0,0,0,0,0
SYN-01341,synthetic_demo,2026-06-28,2025-09-06,career,295,0,1,7,1,6,0,7.02,3,0,180,1,0,0.8215,1,1,1,1,1,0,0,0,0,1,1,1,1,1
SYN-01392,synthetic_demo,2026-06-28,2025-03-18,family,467,1,5,6,3,3,5,3.66,3,1,25,0,0,0.8044,1,1,1,0,0,0,0,0,0,0,0,0,0,0
SYN-01407,synthetic_demo,2026-06-28,2025-06-20,career,373,8,0,3,0,0,0,7.05,2,0,180,0,0,0.357,1,1,0,0,0,0,0,0,0,1,0,0,1,0
SYN-01516,synthetic_demo,2026-06-28,2025-06-08,relationship,385,13,0,2,0,0,0,3.11,2,0,180,0,0,0.7859,1,1,0,0,0,0,0,0,0,1,1,0,0,0
SYN-01569,synthetic_demo,2026-06-28,2026-01-12,relationship,167,10,0,4,0,1,0,5.74,3,0,180,0,0,0.8535,1,1,1,0,0,0,0,0,0,1,1,0,0,0
SYN-01671,synthetic_demo,2026-06-28,2025-10-30,relationship,241,7,0,1,0,0,0,5.57,3,0,180,0,0,0.8747,1,1,0,0,0,0,0,0,0,0,0,0,1,0
SYN-02044,synthetic_demo,2026-06-28,2026-04-20,family,69,2,3,3,1,2,3,4.92,4,1,43,1,0,0.4505,1,1,1,1,0,0,0,0,0,0,0,0,0,0
SYN-02070,synthetic_demo,2026-06-28,2026-04-29,relationship,60,1,2,4,1,3,0,6.55,0,0,180,1,1,0.7948,1,1,1,1,1,0,1,1,0,1,1,0,0,1
SYN-02097,synthetic_demo,2026-06-28,2025-07-17,relationship,346,4,8,12,4,4,1,3.76,3,1,56,2,0,0.6958,1,1,1,1,1,0,0,0,0,1,0,0,0,1
SYN-02143,synthetic_demo,2026-06-28,2025-02-04,relationship,509,29,0,1,0,0,0,2.45,2,0,180,0,0,0.6719,1,1,0,0,0,0,0,0,0,0,0,0,1,0
SYN-02144,synthetic_demo,2026-06-28,2025-01-10,career,534,9,0,3,0,1,0,6.03,1,0,180,0,1,0.6896,1,1,1,0,0,0,1,1,0,0,0,0,1,0
SYN-00401,synthetic_demo,2026-06-29,2025-02-02,finance,512,0,2,5,1,3,2,4.45,4,0,180,0,2,0.7136,1,1,1,0,0,0,2,2,1,1,1,1,0,0
SYN-00673,synthetic_demo,2026-06-29,2025-06-15,relationship,379,1,1,5,0,0,0,2.56,1,0,180,0,0,0.7604,1,1,0,0,0,0,0,0,0,0,0,0,0,0
SYN-00677,synthetic_demo,2026-06-29,2025-09-24,family,278,30,0,0,0,0,0,4.41,0,0,180,0,0,0.5999,1,1,0,0,0,0,0,0,0,0,0,0,0,0
SYN-00759,synthetic_demo,2026-06-29,2025-05-08,finance,417,6,1,4,0,3,1,3.51,2,1,58,0,1,0.8813,1,1,1,0,0,0,1,0,0,1,0,0,0,0
SYN-01084,synthetic_demo,2026-06-29,2025-05-12,career,413,7,0,5,0,2,0,7.04,2,1,54,0,0,0.4804,1,1,1,0,0,0,0,0,0,1,1,1,0,0
SYN-01207,synthetic_demo,2026-06-29,2025-08-31,relationship,302,13,0,2,0,2,0,4.03,1,0,180,0,0,0.7778,1,1,1,0,0,0,0,0,0,1,0,0,0,0
SYN-01374,synthetic_demo,2026-06-29,2025-07-23,career,341,6,2,5,1,1,2,5.5,1,1,62,0,0,0.701,1,1,1,0,0,0,0,0,0,1,0,0,0,0
SYN-01616,synthetic_demo,2026-06-29,2025-04-26,education,429,6,1,10,0,9,1,9.67,2,0,180,2,0,0.6596,1,1,1,1,0,0,0,0,0,0,0,0,0,1
SYN-01985,synthetic_demo,2026-06-29,2025-09-29,family,273,21,0,2,0,0,0,6.3,2,0,180,0,0,0.9399,1,1,0,0,0,0,0,0,0,0,0,0,0,0
SYN-02095,synthetic_demo,2026-06-29,2026-05-08,career,52,7,0,2,0,0,0,5.09,2,0,180,0,0,0.5949,1,1,0,0,0,0,0,0,0,1,1,0,0,0
SYN-02249,synthetic_demo,2026-06-29,2025-04-07,education,448,6,3,8,1,3,3,7.26,2,0,180,0,1,0.8383,1,1,1,0,0,0,1,0,0,0,0,0,0,0
SYN-02346,synthetic_demo,2026-06-29,2026-02-27,education,122,20,0,2,0,1,0,5.52,3,0,180,0,0,0.8187,1,1,1,0,0,0,0,0,0,1,0,0,0,0
